student_id,student_name,grade,section,teacher,assessment,student_group,purpose,evidence,language,raw_score,band,submission_status,score_band,student_score_id,season,writing_type,assessment_date,school_name,district_name,academic_year
300037,"Portalatin, Amara",3,A,Dana Whitfield,Jan-12 Winter Benchmark - Community Heroes,Intervention,0,1,1,2,Beginning,Submitted,Beginning (0-2),700110,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300037,"Portalatin, Amara",3,A,Dana Whitfield,Mar-9 GA Extended Writing Task - Athletic Ability,Intervention,2,1,1,4,Developing,Submitted,Developing (3-4),700111,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300038,"Gilstrap, Amari",3,A,Dana Whitfield,Oct-4 Fall Baseline - My Favorite Place,General,1,0,0,1,Beginning,Submitted,Beginning (0-2),700112,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300038,"Gilstrap, Amari",3,A,Dana Whitfield,Jan-12 Winter Benchmark - Community Heroes,General,1,1,0,2,Beginning,Submitted,Beginning (0-2),700113,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300038,"Gilstrap, Amari",3,A,Dana Whitfield,Mar-9 GA Extended Writing Task - Athletic Ability,General,1,0,0,1,Beginning,Submitted,Beginning (0-2),700114,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300039,"Wallace, Gabriel",5,D,Michael Scott,Oct-4 Fall Baseline - My Favorite Place,General,1,1,0,2,Beginning,Submitted,Beginning (0-2),700115,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300039,"Wallace, Gabriel",5,D,Michael Scott,Jan-12 Winter Benchmark - Community Heroes,General,1,1,1,3,Developing,Submitted,Developing (3-4),700116,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300039,"Wallace, Gabriel",5,D,Michael Scott,Mar-9 GA Extended Writing Task - Athletic Ability,General,,,,,Not Scored,Pending Review,Not Scored,700117,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300040,"Gibson, Jaxon",4,A,Jasmine Ramey,Oct-4 Fall Baseline - My Favorite Place,General,1,2,1,4,Developing,Submitted,Developing (3-4),700118,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300040,"Gibson, Jaxon",4,A,Jasmine Ramey,Jan-12 Winter Benchmark - Community Heroes,General,2,2,1,5,Proficient,Submitted,Proficient (5-6),700119,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300040,"Gibson, Jaxon",4,A,Jasmine Ramey,Mar-9 GA Extended Writing Task - Athletic Ability,General,3,3,2,8,Advanced,Submitted,Advanced (7-8),700120,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300041,"Scott, Kaylee",5,D,Michael Scott,Oct-4 Fall Baseline - My Favorite Place,Intervention,,,,,Not Scored,Pending Review,Not Scored,700121,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300041,"Scott, Kaylee",5,D,Michael Scott,Jan-12 Winter Benchmark - Community Heroes,Intervention,1,2,1,4,Developing,Submitted,Developing (3-4),700122,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300041,"Scott, Kaylee",5,D,Michael Scott,Mar-9 GA Extended Writing Task - Athletic Ability,Intervention,1,0,1,2,Beginning,Submitted,Beginning (0-2),700123,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300042,"Scott, Hailey",5,B,Lisa Martinez,Oct-4 Fall Baseline - My Favorite Place,General,1,2,1,4,Developing,Submitted,Developing (3-4),700124,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300042,"Scott, Hailey",5,B,Lisa Martinez,Jan-12 Winter Benchmark - Community Heroes,General,3,2,1,6,Proficient,Submitted,Proficient (5-6),700125,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300042,"Scott, Hailey",5,B,Lisa Martinez,Mar-9 GA Extended Writing Task - Athletic Ability,General,3,3,2,8,Advanced,Submitted,Advanced (7-8),700126,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300043,"Boateng, Jackson",5,B,Lisa Martinez,Oct-4 Fall Baseline - My Favorite Place,General,1,2,0,3,Developing,Submitted,Developing (3-4),700127,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300043,"Boateng, Jackson",5,B,Lisa Martinez,Jan-12 Winter Benchmark - Community Heroes,General,1,1,1,3,Developing,Submitted,Developing (3-4),700128,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300043,"Boateng, Jackson",5,B,Lisa Martinez,Mar-9 GA Extended Writing Task - Athletic Ability,General,1,1,1,3,Developing,Submitted,Developing (3-4),700129,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300044,"Boateng, Olivia",5,C,Jennifer Thomas,Oct-4 Fall Baseline - My Favorite Place,IEP,0,1,0,1,Beginning,Submitted,Beginning (0-2),700130,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300044,"Boateng, Olivia",5,C,Jennifer Thomas,Jan-12 Winter Benchmark - Community Heroes,IEP,2,1,1,4,Developing,Submitted,Developing (3-4),700131,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300044,"Boateng, Olivia",5,C,Jennifer Thomas,Mar-9 GA Extended Writing Task - Athletic Ability,IEP,2,1,1,4,Developing,Submitted,Developing (3-4),700132,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300045,"Jones, Maya",4,B,Bretiya Wallace,Oct-4 Fall Baseline - My Favorite Place,IEP,1,1,1,3,Developing,Submitted,Developing (3-4),700133,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300045,"Jones, Maya",4,B,Bretiya Wallace,Jan-12 Winter Benchmark - Community Heroes,IEP,2,1,1,4,Developing,Submitted,Developing (3-4),700134,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300045,"Jones, Maya",4,B,Bretiya Wallace,Mar-9 GA Extended Writing Task - Athletic Ability,IEP,3,2,2,7,Advanced,Submitted,Advanced (7-8),700135,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300046,"Stanley, Trey",4,C,Emily Carter,Oct-4 Fall Baseline - My Favorite Place,IEP,0,0,0,0,Beginning,Submitted,Beginning (0-2),700136,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300046,"Stanley, Trey",4,C,Emily Carter,Jan-12 Winter Benchmark - Community Heroes,IEP,0,0,0,0,Beginning,Submitted,Beginning (0-2),700137,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300046,"Stanley, Trey",4,C,Emily Carter,Mar-9 GA Extended Writing Task - Athletic Ability,IEP,2,0,0,2,Beginning,Submitted,Beginning (0-2),700138,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300047,"King, Luna",3,A,Dana Whitfield,Oct-4 Fall Baseline - My Favorite Place,General,1,1,1,3,Developing,Submitted,Developing (3-4),700139,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300047,"King, Luna",3,A,Dana Whitfield,Jan-12 Winter Benchmark - Community Heroes,General,2,1,1,4,Developing,Submitted,Developing (3-4),700140,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300047,"King, Luna",3,A,Dana Whitfield,Mar-9 GA Extended Writing Task - Athletic Ability,General,1,2,2,5,Proficient,Submitted,Proficient (5-6),700141,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300048,"Nguyen, Dakari",3,C,Marcus Lee,Oct-4 Fall Baseline - My Favorite Place,IEP,0,0,1,1,Beginning,Submitted,Beginning (0-2),700142,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300048,"Nguyen, Dakari",3,C,Marcus Lee,Jan-12 Winter Benchmark - Community Heroes,IEP,0,0,0,0,Beginning,Submitted,Beginning (0-2),700143,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300048,"Nguyen, Dakari",3,C,Marcus Lee,Mar-9 GA Extended Writing Task - Athletic Ability,IEP,1,0,0,1,Beginning,Submitted,Beginning (0-2),700144,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300049,"Wiley, Evan",3,A,Dana Whitfield,Oct-4 Fall Baseline - My Favorite Place,General,2,1,0,3,Developing,Submitted,Developing (3-4),700145,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300049,"Wiley, Evan",3,A,Dana Whitfield,Jan-12 Winter Benchmark - Community Heroes,General,,,,,Not Scored,Pending Review,Not Scored,700146,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300049,"Wiley, Evan",3,A,Dana Whitfield,Mar-9 GA Extended Writing Task - Athletic Ability,General,1,2,1,4,Developing,Submitted,Developing (3-4),700147,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300050,"Stewart, Cruz",3,C,Marcus Lee,Oct-4 Fall Baseline - My Favorite Place,General,1,0,1,2,Beginning,Submitted,Beginning (0-2),700148,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300050,"Stewart, Cruz",3,C,Marcus Lee,Jan-12 Winter Benchmark - Community Heroes,General,2,1,1,4,Developing,Submitted,Developing (3-4),700149,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300050,"Stewart, Cruz",3,C,Marcus Lee,Mar-9 GA Extended Writing Task - Athletic Ability,General,2,2,2,6,Proficient,Submitted,Proficient (5-6),700150,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300051,"Gilstrap, Sydney",3,B,Priya Shah,Oct-4 Fall Baseline - My Favorite Place,General,2,2,1,5,Proficient,Submitted,Proficient (5-6),700151,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300051,"Gilstrap, Sydney",3,B,Priya Shah,Jan-12 Winter Benchmark - Community Heroes,General,3,3,2,8,Advanced,Submitted,Advanced (7-8),700152,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300051,"Gilstrap, Sydney",3,B,Priya Shah,Mar-9 GA Extended Writing Task - Athletic Ability,General,3,3,1,7,Advanced,Submitted,Advanced (7-8),700153,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300052,"Martinez, Camila",4,B,Bretiya Wallace,Oct-4 Fall Baseline - My Favorite Place,General,2,1,0,3,Developing,Submitted,Developing (3-4),700154,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300052,"Martinez, Camila",4,B,Bretiya Wallace,Jan-12 Winter Benchmark - Community Heroes,General,1,0,1,2,Beginning,Submitted,Beginning (0-2),700155,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300052,"Martinez, Camila",4,B,Bretiya Wallace,Mar-9 GA Extended Writing Task - Athletic Ability,General,1,2,1,4,Developing,Submitted,Developing (3-4),700156,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300053,"Nguyen, Braydon",5,C,Jennifer Thomas,Oct-4 Fall Baseline - My Favorite Place,Gifted,1,0,0,1,Beginning,Submitted,Beginning (0-2),700157,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300053,"Nguyen, Braydon",5,C,Jennifer Thomas,Jan-12 Winter Benchmark - Community Heroes,Gifted,1,3,1,5,Proficient,Submitted,Proficient (5-6),700158,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300053,"Nguyen, Braydon",5,C,Jennifer Thomas,Mar-9 GA Extended Writing Task - Athletic Ability,Gifted,3,2,1,6,Proficient,Submitted,Proficient (5-6),700159,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300054,"Henderson, Dakari",3,B,Priya Shah,Oct-4 Fall Baseline - My Favorite Place,General,2,1,1,4,Developing,Submitted,Developing (3-4),700160,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300054,"Henderson, Dakari",3,B,Priya Shah,Jan-12 Winter Benchmark - Community Heroes,General,2,3,2,7,Advanced,Submitted,Advanced (7-8),700161,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300054,"Henderson, Dakari",3,B,Priya Shah,Mar-9 GA Extended Writing Task - Athletic Ability,General,2,3,2,7,Advanced,Submitted,Advanced (7-8),700162,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300055,"Ellison, Riley",4,A,Jasmine Ramey,Oct-4 Fall Baseline - My Favorite Place,General,1,2,0,3,Developing,Submitted,Developing (3-4),700163,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300055,"Ellison, Riley",4,A,Jasmine Ramey,Jan-12 Winter Benchmark - Community Heroes,General,,,,,Not Scored,Not Submitted,Not Scored,700164,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300055,"Ellison, Riley",4,A,Jasmine Ramey,Mar-9 GA Extended Writing Task - Athletic Ability,General,3,3,2,8,Advanced,Submitted,Advanced (7-8),700165,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300056,"Kindell, Zara",4,C,Emily Carter,Oct-4 Fall Baseline - My Favorite Place,IEP,0,0,1,1,Beginning,Submitted,Beginning (0-2),700166,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300056,"Kindell, Zara",4,C,Emily Carter,Jan-12 Winter Benchmark - Community Heroes,IEP,2,1,0,3,Developing,Submitted,Developing (3-4),700167,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300056,"Kindell, Zara",4,C,Emily Carter,Mar-9 GA Extended Writing Task - Athletic Ability,IEP,2,1,1,4,Developing,Submitted,Developing (3-4),700168,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300057,"King, Triston",5,D,Michael Scott,Oct-4 Fall Baseline - My Favorite Place,General,1,1,1,3,Developing,Submitted,Developing (3-4),700169,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300057,"King, Triston",5,D,Michael Scott,Jan-12 Winter Benchmark - Community Heroes,General,3,3,1,7,Advanced,Submitted,Advanced (7-8),700170,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300057,"King, Triston",5,D,Michael Scott,Mar-9 GA Extended Writing Task - Athletic Ability,General,2,3,2,7,Advanced,Submitted,Advanced (7-8),700171,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300058,"Daniels, Aiyla",3,B,Priya Shah,Oct-4 Fall Baseline - My Favorite Place,General,1,1,1,3,Developing,Submitted,Developing (3-4),700172,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300058,"Daniels, Aiyla",3,B,Priya Shah,Jan-12 Winter Benchmark - Community Heroes,General,1,2,1,4,Developing,Submitted,Developing (3-4),700173,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300058,"Daniels, Aiyla",3,B,Priya Shah,Mar-9 GA Extended Writing Task - Athletic Ability,General,2,2,2,6,Proficient,Submitted,Proficient (5-6),700174,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300059,"King, Jaxon",5,D,Michael Scott,Oct-4 Fall Baseline - My Favorite Place,General,0,1,1,2,Beginning,Submitted,Beginning (0-2),700175,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300059,"King, Jaxon",5,D,Michael Scott,Jan-12 Winter Benchmark - Community Heroes,General,1,2,0,3,Developing,Submitted,Developing (3-4),700176,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300059,"King, Jaxon",5,D,Michael Scott,Mar-9 GA Extended Writing Task - Athletic Ability,General,2,2,1,5,Proficient,Submitted,Proficient (5-6),700177,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300060,"Jefferson, Caleb",3,B,Priya Shah,Oct-4 Fall Baseline - My Favorite Place,General,0,1,0,1,Beginning,Submitted,Beginning (0-2),700178,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300060,"Jefferson, Caleb",3,B,Priya Shah,Jan-12 Winter Benchmark - Community Heroes,General,1,1,0,2,Beginning,Submitted,Beginning (0-2),700179,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300060,"Jefferson, Caleb",3,B,Priya Shah,Mar-9 GA Extended Writing Task - Athletic Ability,General,2,1,1,4,Developing,Submitted,Developing (3-4),700180,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300061,"Mitchell, Fatima",5,D,Michael Scott,Oct-4 Fall Baseline - My Favorite Place,General,2,1,1,4,Developing,Submitted,Developing (3-4),700181,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300061,"Mitchell, Fatima",5,D,Michael Scott,Jan-12 Winter Benchmark - Community Heroes,General,2,3,2,7,Advanced,Submitted,Advanced (7-8),700182,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300061,"Mitchell, Fatima",5,D,Michael Scott,Mar-9 GA Extended Writing Task - Athletic Ability,General,2,3,2,7,Advanced,Submitted,Advanced (7-8),700183,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300062,"Robinson, Mia",5,B,Lisa Martinez,Oct-4 Fall Baseline - My Favorite Place,English Learner,1,1,1,3,Developing,Submitted,Developing (3-4),700184,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300062,"Robinson, Mia",5,B,Lisa Martinez,Jan-12 Winter Benchmark - Community Heroes,English Learner,,,,,Not Scored,Pending Review,Not Scored,700185,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300062,"Robinson, Mia",5,B,Lisa Martinez,Mar-9 GA Extended Writing Task - Athletic Ability,English Learner,2,2,1,5,Proficient,Submitted,Proficient (5-6),700186,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300063,"Patel, Olivia",4,A,Jasmine Ramey,Oct-4 Fall Baseline - My Favorite Place,504 Plan,1,1,2,4,Developing,Submitted,Developing (3-4),700187,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300063,"Patel, Olivia",4,A,Jasmine Ramey,Jan-12 Winter Benchmark - Community Heroes,504 Plan,2,0,1,3,Developing,Submitted,Developing (3-4),700188,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300063,"Patel, Olivia",4,A,Jasmine Ramey,Mar-9 GA Extended Writing Task - Athletic Ability,504 Plan,,,,,Not Scored,Absent,Not Scored,700189,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300064,"Gibson, Mila",5,B,Lisa Martinez,Oct-4 Fall Baseline - My Favorite Place,General,2,1,1,4,Developing,Submitted,Developing (3-4),700190,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300064,"Gibson, Mila",5,B,Lisa Martinez,Jan-12 Winter Benchmark - Community Heroes,General,1,1,2,4,Developing,Submitted,Developing (3-4),700191,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300064,"Gibson, Mila",5,B,Lisa Martinez,Mar-9 GA Extended Writing Task - Athletic Ability,General,2,2,1,5,Proficient,Submitted,Proficient (5-6),700192,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300065,"Portalatin, Caleb",5,C,Jennifer Thomas,Oct-4 Fall Baseline - My Favorite Place,IEP,2,2,2,6,Proficient,Submitted,Proficient (5-6),700193,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300065,"Portalatin, Caleb",5,C,Jennifer Thomas,Jan-12 Winter Benchmark - Community Heroes,IEP,1,2,1,4,Developing,Submitted,Developing (3-4),700194,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300065,"Portalatin, Caleb",5,C,Jennifer Thomas,Mar-9 GA Extended Writing Task - Athletic Ability,IEP,3,2,2,7,Advanced,Submitted,Advanced (7-8),700195,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300066,"Shah, Maya",5,A,David Brown,Oct-4 Fall Baseline - My Favorite Place,General,1,0,1,2,Beginning,Submitted,Beginning (0-2),700196,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300066,"Shah, Maya",5,A,David Brown,Jan-12 Winter Benchmark - Community Heroes,General,,,,,Not Scored,Pending Review,Not Scored,700197,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300066,"Shah, Maya",5,A,David Brown,Mar-9 GA Extended Writing Task - Athletic Ability,General,3,1,2,6,Proficient,Submitted,Proficient (5-6),700198,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300067,"Patel, Amara",3,C,Marcus Lee,Oct-4 Fall Baseline - My Favorite Place,English Learner,,,,,Not Scored,Pending Review,Not Scored,700199,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300067,"Patel, Amara",3,C,Marcus Lee,Jan-12 Winter Benchmark - Community Heroes,English Learner,2,2,2,6,Proficient,Submitted,Proficient (5-6),700200,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300067,"Patel, Amara",3,C,Marcus Lee,Mar-9 GA Extended Writing Task - Athletic Ability,English Learner,3,3,2,8,Advanced,Submitted,Advanced (7-8),700201,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300068,"Sandoval, Samir",4,A,Jasmine Ramey,Oct-4 Fall Baseline - My Favorite Place,General,1,1,2,4,Developing,Submitted,Developing (3-4),700202,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300068,"Sandoval, Samir",4,A,Jasmine Ramey,Jan-12 Winter Benchmark - Community Heroes,General,3,3,1,7,Advanced,Submitted,Advanced (7-8),700203,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300068,"Sandoval, Samir",4,A,Jasmine Ramey,Mar-9 GA Extended Writing Task - Athletic Ability,General,2,2,2,6,Proficient,Submitted,Proficient (5-6),700204,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300069,"Clark, Anaya",3,A,Dana Whitfield,Oct-4 Fall Baseline - My Favorite Place,General,1,1,1,3,Developing,Submitted,Developing (3-4),700205,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300069,"Clark, Anaya",3,A,Dana Whitfield,Jan-12 Winter Benchmark - Community Heroes,General,2,2,1,5,Proficient,Submitted,Proficient (5-6),700206,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300069,"Clark, Anaya",3,A,Dana Whitfield,Mar-9 GA Extended Writing Task - Athletic Ability,General,2,2,1,5,Proficient,Submitted,Proficient (5-6),700207,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300070,"Pollock, Amara",4,A,Jasmine Ramey,Oct-4 Fall Baseline - My Favorite Place,General,2,2,1,5,Proficient,Submitted,Proficient (5-6),700208,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300070,"Pollock, Amara",4,A,Jasmine Ramey,Jan-12 Winter Benchmark - Community Heroes,General,2,2,1,5,Proficient,Submitted,Proficient (5-6),700209,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300070,"Pollock, Amara",4,A,Jasmine Ramey,Mar-9 GA Extended Writing Task - Athletic Ability,General,3,2,2,7,Advanced,Submitted,Advanced (7-8),700210,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300071,"Burton, Olivia",5,B,Lisa Martinez,Oct-4 Fall Baseline - My Favorite Place,IEP,0,2,1,3,Developing,Submitted,Developing (3-4),700211,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300071,"Burton, Olivia",5,B,Lisa Martinez,Jan-12 Winter Benchmark - Community Heroes,IEP,0,2,1,3,Developing,Submitted,Developing (3-4),700212,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300071,"Burton, Olivia",5,B,Lisa Martinez,Mar-9 GA Extended Writing Task - Athletic Ability,IEP,2,2,1,5,Proficient,Submitted,Proficient (5-6),700213,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300072,"Brooks, Aaliyah",5,C,Jennifer Thomas,Oct-4 Fall Baseline - My Favorite Place,General,0,0,1,1,Beginning,Submitted,Beginning (0-2),700214,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300072,"Brooks, Aaliyah",5,C,Jennifer Thomas,Jan-12 Winter Benchmark - Community Heroes,General,1,1,0,2,Beginning,Submitted,Beginning (0-2),700215,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300072,"Brooks, Aaliyah",5,C,Jennifer Thomas,Mar-9 GA Extended Writing Task - Athletic Ability,General,2,1,1,4,Developing,Submitted,Developing (3-4),700216,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300073,"Little, Darius",5,A,David Brown,Oct-4 Fall Baseline - My Favorite Place,General,1,1,1,3,Developing,Submitted,Developing (3-4),700217,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300073,"Little, Darius",5,A,David Brown,Jan-12 Winter Benchmark - Community Heroes,General,,,,,Not Scored,Absent,Not Scored,700218,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300073,"Little, Darius",5,A,David Brown,Mar-9 GA Extended Writing Task - Athletic Ability,General,1,1,1,3,Developing,Submitted,Developing (3-4),700219,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
