id,student_name,grade,section,teacher,assessment,student_group,domain,skill,rating,student_score_id
1452,"Scott, Kaylee",5,D,Michael Scott,Oct-4 Fall Baseline - My Favorite Place,Intervention,Language Usage & Conventions,Sentence Formation,Missing,700121
1453,"Scott, Kaylee",5,D,Michael Scott,Jan-12 Winter Benchmark - Community Heroes,Intervention,Purpose & Organization,Introduction,Missing,700122
1454,"Scott, Kaylee",5,D,Michael Scott,Jan-12 Winter Benchmark - Community Heroes,Intervention,Purpose & Organization,Progression,Missing,700122
1455,"Scott, Kaylee",5,D,Michael Scott,Jan-12 Winter Benchmark - Community Heroes,Intervention,Purpose & Organization,Conclusion,Insufficient,700122
1456,"Scott, Kaylee",5,D,Michael Scott,Jan-12 Winter Benchmark - Community Heroes,Intervention,Purpose & Organization,Transitions,Weak,700122
1457,"Scott, Kaylee",5,D,Michael Scott,Jan-12 Winter Benchmark - Community Heroes,Intervention,Evidence & Elaboration,Focus,Sufficient,700122
1458,"Scott, Kaylee",5,D,Michael Scott,Jan-12 Winter Benchmark - Community Heroes,Intervention,Evidence & Elaboration,Dev of Support,Partial,700122
1459,"Scott, Kaylee",5,D,Michael Scott,Jan-12 Winter Benchmark - Community Heroes,Intervention,Evidence & Elaboration,Word Choice,Partial,700122
1460,"Scott, Kaylee",5,D,Michael Scott,Jan-12 Winter Benchmark - Community Heroes,Intervention,Language Usage & Conventions,Capitalization,Sufficient,700122
1461,"Scott, Kaylee",5,D,Michael Scott,Jan-12 Winter Benchmark - Community Heroes,Intervention,Language Usage & Conventions,Punctuation,Insufficient,700122
1462,"Scott, Kaylee",5,D,Michael Scott,Jan-12 Winter Benchmark - Community Heroes,Intervention,Language Usage & Conventions,Spelling,Weak,700122
1463,"Scott, Kaylee",5,D,Michael Scott,Jan-12 Winter Benchmark - Community Heroes,Intervention,Language Usage & Conventions,Usage,Weak,700122
1464,"Scott, Kaylee",5,D,Michael Scott,Jan-12 Winter Benchmark - Community Heroes,Intervention,Language Usage & Conventions,Sentence Formation,Weak,700122
1465,"Scott, Kaylee",5,D,Michael Scott,Mar-9 GA Extended Writing Task - Athletic Ability,Intervention,Purpose & Organization,Introduction,Weak,700123
1466,"Scott, Kaylee",5,D,Michael Scott,Mar-9 GA Extended Writing Task - Athletic Ability,Intervention,Purpose & Organization,Progression,Weak,700123
1467,"Scott, Kaylee",5,D,Michael Scott,Mar-9 GA Extended Writing Task - Athletic Ability,Intervention,Purpose & Organization,Conclusion,Weak,700123
1468,"Scott, Kaylee",5,D,Michael Scott,Mar-9 GA Extended Writing Task - Athletic Ability,Intervention,Purpose & Organization,Transitions,Insufficient,700123
1469,"Scott, Kaylee",5,D,Michael Scott,Mar-9 GA Extended Writing Task - Athletic Ability,Intervention,Evidence & Elaboration,Focus,Weak,700123
1470,"Scott, Kaylee",5,D,Michael Scott,Mar-9 GA Extended Writing Task - Athletic Ability,Intervention,Evidence & Elaboration,Dev of Support,Weak,700123
1471,"Scott, Kaylee",5,D,Michael Scott,Mar-9 GA Extended Writing Task - Athletic Ability,Intervention,Evidence & Elaboration,Word Choice,Insufficient,700123
1472,"Scott, Kaylee",5,D,Michael Scott,Mar-9 GA Extended Writing Task - Athletic Ability,Intervention,Language Usage & Conventions,Capitalization,Missing,700123
1473,"Scott, Kaylee",5,D,Michael Scott,Mar-9 GA Extended Writing Task - Athletic Ability,Intervention,Language Usage & Conventions,Punctuation,Weak,700123
1474,"Scott, Kaylee",5,D,Michael Scott,Mar-9 GA Extended Writing Task - Athletic Ability,Intervention,Language Usage & Conventions,Spelling,Partial,700123
1475,"Scott, Kaylee",5,D,Michael Scott,Mar-9 GA Extended Writing Task - Athletic Ability,Intervention,Language Usage & Conventions,Usage,Weak,700123
1476,"Scott, Kaylee",5,D,Michael Scott,Mar-9 GA Extended Writing Task - Athletic Ability,Intervention,Language Usage & Conventions,Sentence Formation,Weak,700123
1477,"Scott, Hailey",5,B,Lisa Martinez,Oct-4 Fall Baseline - My Favorite Place,General,Purpose & Organization,Introduction,Weak,700124
1478,"Scott, Hailey",5,B,Lisa Martinez,Oct-4 Fall Baseline - My Favorite Place,General,Purpose & Organization,Progression,Partial,700124
1479,"Scott, Hailey",5,B,Lisa Martinez,Oct-4 Fall Baseline - My Favorite Place,General,Purpose & Organization,Conclusion,Missing,700124
1480,"Scott, Hailey",5,B,Lisa Martinez,Oct-4 Fall Baseline - My Favorite Place,General,Purpose & Organization,Transitions,Weak,700124
1481,"Scott, Hailey",5,B,Lisa Martinez,Oct-4 Fall Baseline - My Favorite Place,General,Evidence & Elaboration,Focus,Weak,700124
1482,"Scott, Hailey",5,B,Lisa Martinez,Oct-4 Fall Baseline - My Favorite Place,General,Evidence & Elaboration,Dev of Support,Sufficient,700124
1483,"Scott, Hailey",5,B,Lisa Martinez,Oct-4 Fall Baseline - My Favorite Place,General,Evidence & Elaboration,Word Choice,Weak,700124
1484,"Scott, Hailey",5,B,Lisa Martinez,Oct-4 Fall Baseline - My Favorite Place,General,Language Usage & Conventions,Capitalization,Weak,700124
1485,"Scott, Hailey",5,B,Lisa Martinez,Oct-4 Fall Baseline - My Favorite Place,General,Language Usage & Conventions,Punctuation,Weak,700124
1486,"Scott, Hailey",5,B,Lisa Martinez,Oct-4 Fall Baseline - My Favorite Place,General,Language Usage & Conventions,Spelling,Insufficient,700124
1487,"Scott, Hailey",5,B,Lisa Martinez,Oct-4 Fall Baseline - My Favorite Place,General,Language Usage & Conventions,Usage,Insufficient,700124
1488,"Scott, Hailey",5,B,Lisa Martinez,Oct-4 Fall Baseline - My Favorite Place,General,Language Usage & Conventions,Sentence Formation,Weak,700124
1489,"Scott, Hailey",5,B,Lisa Martinez,Jan-12 Winter Benchmark - Community Heroes,General,Purpose & Organization,Introduction,Strong,700125
1490,"Scott, Hailey",5,B,Lisa Martinez,Jan-12 Winter Benchmark - Community Heroes,General,Purpose & Organization,Progression,Strong,700125
1491,"Scott, Hailey",5,B,Lisa Martinez,Jan-12 Winter Benchmark - Community Heroes,General,Purpose & Organization,Conclusion,Partial,700125
1492,"Scott, Hailey",5,B,Lisa Martinez,Jan-12 Winter Benchmark - Community Heroes,General,Purpose & Organization,Transitions,Sufficient,700125
1493,"Scott, Hailey",5,B,Lisa Martinez,Jan-12 Winter Benchmark - Community Heroes,General,Evidence & Elaboration,Focus,Strong,700125
1494,"Scott, Hailey",5,B,Lisa Martinez,Jan-12 Winter Benchmark - Community Heroes,General,Evidence & Elaboration,Dev of Support,Partial,700125
1495,"Scott, Hailey",5,B,Lisa Martinez,Jan-12 Winter Benchmark - Community Heroes,General,Evidence & Elaboration,Word Choice,Partial,700125
1496,"Scott, Hailey",5,B,Lisa Martinez,Jan-12 Winter Benchmark - Community Heroes,General,Language Usage & Conventions,Capitalization,Missing,700125
1497,"Scott, Hailey",5,B,Lisa Martinez,Jan-12 Winter Benchmark - Community Heroes,General,Language Usage & Conventions,Punctuation,Weak,700125
1498,"Scott, Hailey",5,B,Lisa Martinez,Jan-12 Winter Benchmark - Community Heroes,General,Language Usage & Conventions,Spelling,Weak,700125
1499,"Scott, Hailey",5,B,Lisa Martinez,Jan-12 Winter Benchmark - Community Heroes,General,Language Usage & Conventions,Usage,Weak,700125
1500,"Scott, Hailey",5,B,Lisa Martinez,Jan-12 Winter Benchmark - Community Heroes,General,Language Usage & Conventions,Sentence Formation,Missing,700125
1501,"Scott, Hailey",5,B,Lisa Martinez,Mar-9 GA Extended Writing Task - Athletic Ability,General,Purpose & Organization,Introduction,Partial,700126
1502,"Scott, Hailey",5,B,Lisa Martinez,Mar-9 GA Extended Writing Task - Athletic Ability,General,Purpose & Organization,Progression,Sufficient,700126
1503,"Scott, Hailey",5,B,Lisa Martinez,Mar-9 GA Extended Writing Task - Athletic Ability,General,Purpose & Organization,Conclusion,Sufficient,700126
1504,"Scott, Hailey",5,B,Lisa Martinez,Mar-9 GA Extended Writing Task - Athletic Ability,General,Purpose & Organization,Transitions,Sufficient,700126
1505,"Scott, Hailey",5,B,Lisa Martinez,Mar-9 GA Extended Writing Task - Athletic Ability,General,Evidence & Elaboration,Focus,Strong,700126
1506,"Scott, Hailey",5,B,Lisa Martinez,Mar-9 GA Extended Writing Task - Athletic Ability,General,Evidence & Elaboration,Dev of Support,Strong,700126
1507,"Scott, Hailey",5,B,Lisa Martinez,Mar-9 GA Extended Writing Task - Athletic Ability,General,Evidence & Elaboration,Word Choice,Strong,700126
1508,"Scott, Hailey",5,B,Lisa Martinez,Mar-9 GA Extended Writing Task - Athletic Ability,General,Language Usage & Conventions,Capitalization,Strong,700126
1509,"Scott, Hailey",5,B,Lisa Martinez,Mar-9 GA Extended Writing Task - Athletic Ability,General,Language Usage & Conventions,Punctuation,Strong,700126
1510,"Scott, Hailey",5,B,Lisa Martinez,Mar-9 GA Extended Writing Task - Athletic Ability,General,Language Usage & Conventions,Spelling,Partial,700126
1511,"Scott, Hailey",5,B,Lisa Martinez,Mar-9 GA Extended Writing Task - Athletic Ability,General,Language Usage & Conventions,Usage,Strong,700126
1512,"Scott, Hailey",5,B,Lisa Martinez,Mar-9 GA Extended Writing Task - Athletic Ability,General,Language Usage & Conventions,Sentence Formation,Sufficient,700126
1513,"Boateng, Jackson",5,B,Lisa Martinez,Oct-4 Fall Baseline - My Favorite Place,General,Purpose & Organization,Introduction,Partial,700127
1514,"Boateng, Jackson",5,B,Lisa Martinez,Oct-4 Fall Baseline - My Favorite Place,General,Purpose & Organization,Progression,Weak,700127
1515,"Boateng, Jackson",5,B,Lisa Martinez,Oct-4 Fall Baseline - My Favorite Place,General,Purpose & Organization,Conclusion,Weak,700127
1516,"Boateng, Jackson",5,B,Lisa Martinez,Oct-4 Fall Baseline - My Favorite Place,General,Purpose & Organization,Transitions,Insufficient,700127
1517,"Boateng, Jackson",5,B,Lisa Martinez,Oct-4 Fall Baseline - My Favorite Place,General,Evidence & Elaboration,Focus,Sufficient,700127
1518,"Boateng, Jackson",5,B,Lisa Martinez,Oct-4 Fall Baseline - My Favorite Place,General,Evidence & Elaboration,Dev of Support,Partial,700127
1519,"Boateng, Jackson",5,B,Lisa Martinez,Oct-4 Fall Baseline - My Favorite Place,General,Evidence & Elaboration,Word Choice,Sufficient,700127
1520,"Boateng, Jackson",5,B,Lisa Martinez,Oct-4 Fall Baseline - My Favorite Place,General,Language Usage & Conventions,Capitalization,Insufficient,700127
1521,"Boateng, Jackson",5,B,Lisa Martinez,Oct-4 Fall Baseline - My Favorite Place,General,Language Usage & Conventions,Punctuation,Weak,700127
1522,"Boateng, Jackson",5,B,Lisa Martinez,Oct-4 Fall Baseline - My Favorite Place,General,Language Usage & Conventions,Spelling,Insufficient,700127
1523,"Boateng, Jackson",5,B,Lisa Martinez,Oct-4 Fall Baseline - My Favorite Place,General,Language Usage & Conventions,Usage,Weak,700127
1524,"Boateng, Jackson",5,B,Lisa Martinez,Oct-4 Fall Baseline - My Favorite Place,General,Language Usage & Conventions,Sentence Formation,Insufficient,700127
1525,"Boateng, Jackson",5,B,Lisa Martinez,Jan-12 Winter Benchmark - Community Heroes,General,Purpose & Organization,Introduction,Weak,700128
1526,"Boateng, Jackson",5,B,Lisa Martinez,Jan-12 Winter Benchmark - Community Heroes,General,Purpose & Organization,Progression,Weak,700128
1527,"Boateng, Jackson",5,B,Lisa Martinez,Jan-12 Winter Benchmark - Community Heroes,General,Purpose & Organization,Conclusion,Weak,700128
1528,"Boateng, Jackson",5,B,Lisa Martinez,Jan-12 Winter Benchmark - Community Heroes,General,Purpose & Organization,Transitions,Partial,700128
1529,"Boateng, Jackson",5,B,Lisa Martinez,Jan-12 Winter Benchmark - Community Heroes,General,Evidence & Elaboration,Focus,Missing,700128
1530,"Boateng, Jackson",5,B,Lisa Martinez,Jan-12 Winter Benchmark - Community Heroes,General,Evidence & Elaboration,Dev of Support,Partial,700128
1531,"Boateng, Jackson",5,B,Lisa Martinez,Jan-12 Winter Benchmark - Community Heroes,General,Evidence & Elaboration,Word Choice,Weak,700128
1532,"Boateng, Jackson",5,B,Lisa Martinez,Jan-12 Winter Benchmark - Community Heroes,General,Language Usage & Conventions,Capitalization,Weak,700128
1533,"Boateng, Jackson",5,B,Lisa Martinez,Jan-12 Winter Benchmark - Community Heroes,General,Language Usage & Conventions,Punctuation,Weak,700128
1534,"Boateng, Jackson",5,B,Lisa Martinez,Jan-12 Winter Benchmark - Community Heroes,General,Language Usage & Conventions,Spelling,Partial,700128
1535,"Boateng, Jackson",5,B,Lisa Martinez,Jan-12 Winter Benchmark - Community Heroes,General,Language Usage & Conventions,Usage,Partial,700128
1536,"Boateng, Jackson",5,B,Lisa Martinez,Jan-12 Winter Benchmark - Community Heroes,General,Language Usage & Conventions,Sentence Formation,Weak,700128
1537,"Boateng, Jackson",5,B,Lisa Martinez,Mar-9 GA Extended Writing Task - Athletic Ability,General,Purpose & Organization,Introduction,Partial,700129
1538,"Boateng, Jackson",5,B,Lisa Martinez,Mar-9 GA Extended Writing Task - Athletic Ability,General,Purpose & Organization,Progression,Partial,700129
1539,"Boateng, Jackson",5,B,Lisa Martinez,Mar-9 GA Extended Writing Task - Athletic Ability,General,Purpose & Organization,Conclusion,Weak,700129
1540,"Boateng, Jackson",5,B,Lisa Martinez,Mar-9 GA Extended Writing Task - Athletic Ability,General,Purpose & Organization,Transitions,Insufficient,700129
1541,"Boateng, Jackson",5,B,Lisa Martinez,Mar-9 GA Extended Writing Task - Athletic Ability,General,Evidence & Elaboration,Focus,Insufficient,700129
1542,"Boateng, Jackson",5,B,Lisa Martinez,Mar-9 GA Extended Writing Task - Athletic Ability,General,Evidence & Elaboration,Dev of Support,Weak,700129
1543,"Boateng, Jackson",5,B,Lisa Martinez,Mar-9 GA Extended Writing Task - Athletic Ability,General,Evidence & Elaboration,Word Choice,Weak,700129
1544,"Boateng, Jackson",5,B,Lisa Martinez,Mar-9 GA Extended Writing Task - Athletic Ability,General,Language Usage & Conventions,Capitalization,Weak,700129
1545,"Boateng, Jackson",5,B,Lisa Martinez,Mar-9 GA Extended Writing Task - Athletic Ability,General,Language Usage & Conventions,Punctuation,Partial,700129
1546,"Boateng, Jackson",5,B,Lisa Martinez,Mar-9 GA Extended Writing Task - Athletic Ability,General,Language Usage & Conventions,Spelling,Insufficient,700129
1547,"Boateng, Jackson",5,B,Lisa Martinez,Mar-9 GA Extended Writing Task - Athletic Ability,General,Language Usage & Conventions,Usage,Insufficient,700129
1548,"Boateng, Jackson",5,B,Lisa Martinez,Mar-9 GA Extended Writing Task - Athletic Ability,General,Language Usage & Conventions,Sentence Formation,Partial,700129
1549,"Boateng, Olivia",5,C,Jennifer Thomas,Oct-4 Fall Baseline - My Favorite Place,IEP,Purpose & Organization,Introduction,Weak,700130
1550,"Boateng, Olivia",5,C,Jennifer Thomas,Oct-4 Fall Baseline - My Favorite Place,IEP,Purpose & Organization,Progression,Insufficient,700130
1551,"Boateng, Olivia",5,C,Jennifer Thomas,Oct-4 Fall Baseline - My Favorite Place,IEP,Purpose & Organization,Conclusion,Insufficient,700130
1552,"Boateng, Olivia",5,C,Jennifer Thomas,Oct-4 Fall Baseline - My Favorite Place,IEP,Purpose & Organization,Transitions,Insufficient,700130
1553,"Boateng, Olivia",5,C,Jennifer Thomas,Oct-4 Fall Baseline - My Favorite Place,IEP,Evidence & Elaboration,Focus,Missing,700130
1554,"Boateng, Olivia",5,C,Jennifer Thomas,Oct-4 Fall Baseline - My Favorite Place,IEP,Evidence & Elaboration,Dev of Support,Partial,700130
1555,"Boateng, Olivia",5,C,Jennifer Thomas,Oct-4 Fall Baseline - My Favorite Place,IEP,Evidence & Elaboration,Word Choice,Weak,700130
1556,"Boateng, Olivia",5,C,Jennifer Thomas,Oct-4 Fall Baseline - My Favorite Place,IEP,Language Usage & Conventions,Capitalization,Weak,700130
1557,"Boateng, Olivia",5,C,Jennifer Thomas,Oct-4 Fall Baseline - My Favorite Place,IEP,Language Usage & Conventions,Punctuation,Missing,700130
1558,"Boateng, Olivia",5,C,Jennifer Thomas,Oct-4 Fall Baseline - My Favorite Place,IEP,Language Usage & Conventions,Spelling,Missing,700130
1559,"Boateng, Olivia",5,C,Jennifer Thomas,Oct-4 Fall Baseline - My Favorite Place,IEP,Language Usage & Conventions,Usage,Insufficient,700130
1560,"Boateng, Olivia",5,C,Jennifer Thomas,Oct-4 Fall Baseline - My Favorite Place,IEP,Language Usage & Conventions,Sentence Formation,Weak,700130
1561,"Boateng, Olivia",5,C,Jennifer Thomas,Jan-12 Winter Benchmark - Community Heroes,IEP,Purpose & Organization,Introduction,Partial,700131
1562,"Boateng, Olivia",5,C,Jennifer Thomas,Jan-12 Winter Benchmark - Community Heroes,IEP,Purpose & Organization,Progression,Weak,700131
1563,"Boateng, Olivia",5,C,Jennifer Thomas,Jan-12 Winter Benchmark - Community Heroes,IEP,Purpose & Organization,Conclusion,Partial,700131
1564,"Boateng, Olivia",5,C,Jennifer Thomas,Jan-12 Winter Benchmark - Community Heroes,IEP,Purpose & Organization,Transitions,Sufficient,700131
1565,"Boateng, Olivia",5,C,Jennifer Thomas,Jan-12 Winter Benchmark - Community Heroes,IEP,Evidence & Elaboration,Focus,Partial,700131
1566,"Boateng, Olivia",5,C,Jennifer Thomas,Jan-12 Winter Benchmark - Community Heroes,IEP,Evidence & Elaboration,Dev of Support,Sufficient,700131
1567,"Boateng, Olivia",5,C,Jennifer Thomas,Jan-12 Winter Benchmark - Community Heroes,IEP,Evidence & Elaboration,Word Choice,Weak,700131
1568,"Boateng, Olivia",5,C,Jennifer Thomas,Jan-12 Winter Benchmark - Community Heroes,IEP,Language Usage & Conventions,Capitalization,Insufficient,700131
1569,"Boateng, Olivia",5,C,Jennifer Thomas,Jan-12 Winter Benchmark - Community Heroes,IEP,Language Usage & Conventions,Punctuation,Sufficient,700131
1570,"Boateng, Olivia",5,C,Jennifer Thomas,Jan-12 Winter Benchmark - Community Heroes,IEP,Language Usage & Conventions,Spelling,Insufficient,700131
1571,"Boateng, Olivia",5,C,Jennifer Thomas,Jan-12 Winter Benchmark - Community Heroes,IEP,Language Usage & Conventions,Usage,Weak,700131
1572,"Boateng, Olivia",5,C,Jennifer Thomas,Jan-12 Winter Benchmark - Community Heroes,IEP,Language Usage & Conventions,Sentence Formation,Weak,700131
1573,"Boateng, Olivia",5,C,Jennifer Thomas,Mar-9 GA Extended Writing Task - Athletic Ability,IEP,Purpose & Organization,Introduction,Partial,700132
1574,"Boateng, Olivia",5,C,Jennifer Thomas,Mar-9 GA Extended Writing Task - Athletic Ability,IEP,Purpose & Organization,Progression,Partial,700132
1575,"Boateng, Olivia",5,C,Jennifer Thomas,Mar-9 GA Extended Writing Task - Athletic Ability,IEP,Purpose & Organization,Conclusion,Weak,700132
1576,"Boateng, Olivia",5,C,Jennifer Thomas,Mar-9 GA Extended Writing Task - Athletic Ability,IEP,Purpose & Organization,Transitions,Sufficient,700132
1577,"Boateng, Olivia",5,C,Jennifer Thomas,Mar-9 GA Extended Writing Task - Athletic Ability,IEP,Evidence & Elaboration,Focus,Partial,700132
1578,"Boateng, Olivia",5,C,Jennifer Thomas,Mar-9 GA Extended Writing Task - Athletic Ability,IEP,Evidence & Elaboration,Dev of Support,Partial,700132
1579,"Boateng, Olivia",5,C,Jennifer Thomas,Mar-9 GA Extended Writing Task - Athletic Ability,IEP,Evidence & Elaboration,Word Choice,Missing,700132
1580,"Boateng, Olivia",5,C,Jennifer Thomas,Mar-9 GA Extended Writing Task - Athletic Ability,IEP,Language Usage & Conventions,Capitalization,Weak,700132
1581,"Boateng, Olivia",5,C,Jennifer Thomas,Mar-9 GA Extended Writing Task - Athletic Ability,IEP,Language Usage & Conventions,Punctuation,Partial,700132
1582,"Boateng, Olivia",5,C,Jennifer Thomas,Mar-9 GA Extended Writing Task - Athletic Ability,IEP,Language Usage & Conventions,Spelling,Insufficient,700132
1583,"Boateng, Olivia",5,C,Jennifer Thomas,Mar-9 GA Extended Writing Task - Athletic Ability,IEP,Language Usage & Conventions,Usage,Insufficient,700132
1584,"Boateng, Olivia",5,C,Jennifer Thomas,Mar-9 GA Extended Writing Task - Athletic Ability,IEP,Language Usage & Conventions,Sentence Formation,Insufficient,700132
1585,"Jones, Maya",4,B,Bretiya Wallace,Oct-4 Fall Baseline - My Favorite Place,IEP,Purpose & Organization,Introduction,Missing,700133
1586,"Jones, Maya",4,B,Bretiya Wallace,Oct-4 Fall Baseline - My Favorite Place,IEP,Purpose & Organization,Progression,Insufficient,700133
1587,"Jones, Maya",4,B,Bretiya Wallace,Oct-4 Fall Baseline - My Favorite Place,IEP,Purpose & Organization,Conclusion,Insufficient,700133
1588,"Jones, Maya",4,B,Bretiya Wallace,Oct-4 Fall Baseline - My Favorite Place,IEP,Purpose & Organization,Transitions,Partial,700133
1589,"Jones, Maya",4,B,Bretiya Wallace,Oct-4 Fall Baseline - My Favorite Place,IEP,Evidence & Elaboration,Focus,Partial,700133
1590,"Jones, Maya",4,B,Bretiya Wallace,Oct-4 Fall Baseline - My Favorite Place,IEP,Evidence & Elaboration,Dev of Support,Insufficient,700133
1591,"Jones, Maya",4,B,Bretiya Wallace,Oct-4 Fall Baseline - My Favorite Place,IEP,Evidence & Elaboration,Word Choice,Weak,700133
1592,"Jones, Maya",4,B,Bretiya Wallace,Oct-4 Fall Baseline - My Favorite Place,IEP,Language Usage & Conventions,Capitalization,Missing,700133
1593,"Jones, Maya",4,B,Bretiya Wallace,Oct-4 Fall Baseline - My Favorite Place,IEP,Language Usage & Conventions,Punctuation,Partial,700133
1594,"Jones, Maya",4,B,Bretiya Wallace,Oct-4 Fall Baseline - My Favorite Place,IEP,Language Usage & Conventions,Spelling,Missing,700133
1595,"Jones, Maya",4,B,Bretiya Wallace,Oct-4 Fall Baseline - My Favorite Place,IEP,Language Usage & Conventions,Usage,Weak,700133
1596,"Jones, Maya",4,B,Bretiya Wallace,Oct-4 Fall Baseline - My Favorite Place,IEP,Language Usage & Conventions,Sentence Formation,Partial,700133
1597,"Jones, Maya",4,B,Bretiya Wallace,Jan-12 Winter Benchmark - Community Heroes,IEP,Purpose & Organization,Introduction,Partial,700134
1598,"Jones, Maya",4,B,Bretiya Wallace,Jan-12 Winter Benchmark - Community Heroes,IEP,Purpose & Organization,Progression,Weak,700134
1599,"Jones, Maya",4,B,Bretiya Wallace,Jan-12 Winter Benchmark - Community Heroes,IEP,Purpose & Organization,Conclusion,Weak,700134
1600,"Jones, Maya",4,B,Bretiya Wallace,Jan-12 Winter Benchmark - Community Heroes,IEP,Purpose & Organization,Transitions,Sufficient,700134
1601,"Jones, Maya",4,B,Bretiya Wallace,Jan-12 Winter Benchmark - Community Heroes,IEP,Evidence & Elaboration,Focus,Weak,700134
1602,"Jones, Maya",4,B,Bretiya Wallace,Jan-12 Winter Benchmark - Community Heroes,IEP,Evidence & Elaboration,Dev of Support,Insufficient,700134
1603,"Jones, Maya",4,B,Bretiya Wallace,Jan-12 Winter Benchmark - Community Heroes,IEP,Evidence & Elaboration,Word Choice,Weak,700134
1604,"Jones, Maya",4,B,Bretiya Wallace,Jan-12 Winter Benchmark - Community Heroes,IEP,Language Usage & Conventions,Capitalization,Insufficient,700134
1605,"Jones, Maya",4,B,Bretiya Wallace,Jan-12 Winter Benchmark - Community Heroes,IEP,Language Usage & Conventions,Punctuation,Weak,700134
1606,"Jones, Maya",4,B,Bretiya Wallace,Jan-12 Winter Benchmark - Community Heroes,IEP,Language Usage & Conventions,Spelling,Missing,700134
1607,"Jones, Maya",4,B,Bretiya Wallace,Jan-12 Winter Benchmark - Community Heroes,IEP,Language Usage & Conventions,Usage,Weak,700134
1608,"Jones, Maya",4,B,Bretiya Wallace,Jan-12 Winter Benchmark - Community Heroes,IEP,Language Usage & Conventions,Sentence Formation,Insufficient,700134
1609,"Jones, Maya",4,B,Bretiya Wallace,Mar-9 GA Extended Writing Task - Athletic Ability,IEP,Purpose & Organization,Introduction,Strong,700135
1610,"Jones, Maya",4,B,Bretiya Wallace,Mar-9 GA Extended Writing Task - Athletic Ability,IEP,Purpose & Organization,Progression,Partial,700135
1611,"Jones, Maya",4,B,Bretiya Wallace,Mar-9 GA Extended Writing Task - Athletic Ability,IEP,Purpose & Organization,Conclusion,Sufficient,700135
1612,"Jones, Maya",4,B,Bretiya Wallace,Mar-9 GA Extended Writing Task - Athletic Ability,IEP,Purpose & Organization,Transitions,Strong,700135
1613,"Jones, Maya",4,B,Bretiya Wallace,Mar-9 GA Extended Writing Task - Athletic Ability,IEP,Evidence & Elaboration,Focus,Sufficient,700135
1614,"Jones, Maya",4,B,Bretiya Wallace,Mar-9 GA Extended Writing Task - Athletic Ability,IEP,Evidence & Elaboration,Dev of Support,Partial,700135
1615,"Jones, Maya",4,B,Bretiya Wallace,Mar-9 GA Extended Writing Task - Athletic Ability,IEP,Evidence & Elaboration,Word Choice,Weak,700135
1616,"Jones, Maya",4,B,Bretiya Wallace,Mar-9 GA Extended Writing Task - Athletic Ability,IEP,Language Usage & Conventions,Capitalization,Sufficient,700135
1617,"Jones, Maya",4,B,Bretiya Wallace,Mar-9 GA Extended Writing Task - Athletic Ability,IEP,Language Usage & Conventions,Punctuation,Sufficient,700135
1618,"Jones, Maya",4,B,Bretiya Wallace,Mar-9 GA Extended Writing Task - Athletic Ability,IEP,Language Usage & Conventions,Spelling,Sufficient,700135
1619,"Jones, Maya",4,B,Bretiya Wallace,Mar-9 GA Extended Writing Task - Athletic Ability,IEP,Language Usage & Conventions,Usage,Strong,700135
1620,"Jones, Maya",4,B,Bretiya Wallace,Mar-9 GA Extended Writing Task - Athletic Ability,IEP,Language Usage & Conventions,Sentence Formation,Strong,700135
1621,"Stanley, Trey",4,C,Emily Carter,Oct-4 Fall Baseline - My Favorite Place,IEP,Purpose & Organization,Introduction,Insufficient,700136
1622,"Stanley, Trey",4,C,Emily Carter,Oct-4 Fall Baseline - My Favorite Place,IEP,Purpose & Organization,Progression,Insufficient,700136
1623,"Stanley, Trey",4,C,Emily Carter,Oct-4 Fall Baseline - My Favorite Place,IEP,Purpose & Organization,Conclusion,Missing,700136
1624,"Stanley, Trey",4,C,Emily Carter,Oct-4 Fall Baseline - My Favorite Place,IEP,Purpose & Organization,Transitions,Missing,700136
1625,"Stanley, Trey",4,C,Emily Carter,Oct-4 Fall Baseline - My Favorite Place,IEP,Evidence & Elaboration,Focus,Insufficient,700136
1626,"Stanley, Trey",4,C,Emily Carter,Oct-4 Fall Baseline - My Favorite Place,IEP,Evidence & Elaboration,Dev of Support,Insufficient,700136
1627,"Stanley, Trey",4,C,Emily Carter,Oct-4 Fall Baseline - My Favorite Place,IEP,Evidence & Elaboration,Word Choice,Weak,700136
1628,"Stanley, Trey",4,C,Emily Carter,Oct-4 Fall Baseline - My Favorite Place,IEP,Language Usage & Conventions,Capitalization,Insufficient,700136
1629,"Stanley, Trey",4,C,Emily Carter,Oct-4 Fall Baseline - My Favorite Place,IEP,Language Usage & Conventions,Punctuation,Insufficient,700136
1630,"Stanley, Trey",4,C,Emily Carter,Oct-4 Fall Baseline - My Favorite Place,IEP,Language Usage & Conventions,Spelling,Missing,700136
1631,"Stanley, Trey",4,C,Emily Carter,Oct-4 Fall Baseline - My Favorite Place,IEP,Language Usage & Conventions,Usage,Insufficient,700136
1632,"Stanley, Trey",4,C,Emily Carter,Oct-4 Fall Baseline - My Favorite Place,IEP,Language Usage & Conventions,Sentence Formation,Missing,700136
1633,"Stanley, Trey",4,C,Emily Carter,Jan-12 Winter Benchmark - Community Heroes,IEP,Purpose & Organization,Introduction,Insufficient,700137
1634,"Stanley, Trey",4,C,Emily Carter,Jan-12 Winter Benchmark - Community Heroes,IEP,Purpose & Organization,Progression,Insufficient,700137
